Ticker,Full_Ticker,Name,Sector,Industry_GICS,Index_Membership,Market_Cap,Net_Debt,Minority_Interest,EV,EBITDA,Net_Income,Equity,Avg_EBITDA_Margin_Forecast_10y,EBITDA_Forecast_CAGR_10y,Avg_Net_Income_Margin_Forecast_10y,Net_Income_Forecast_CAGR_10y,ROE,Beta_5y,Net_Debt_perc_EV,EV_TTM_EBITDA,Market_Cap_TTM_Net_Income,Market_Cap_BV_Equity
C,NYSE:C,Citigroup Inc.,Financials,Banks,"Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Financial Sector"," 123,377 ","-367,920 ", 719 ,"-243,824 ", -   ," 12,047 "," 194,595 ",8%,6%,20%,0%,6%, 1.94 ,151%,, 10.2 , 0.6 
BA,NYSE:BA,The Boeing Company,Industrials,Aerospace & Defense,"Dow Jones Composite Average, Dow Jones Industrial Average, Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Industrials Sector"," 123,508 "," 33,843 ", 268 ," 157,619 ","-2,212 ","-4,463 ","-11,553 ",10%,55%,3%,NM,NM, 1.66 ,21%,,  ,  
INTU,NASDAQGS:INTU,Intuit Inc.,Information Technology,Software,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 104,889 ","-3,159 ", -   ," 101,730 "," 2,559 "," 1,967 "," 5,245 ",39%,9%,28%,9%,44%, 0.99 ,-3%,39.8, 53.3 , 20.0 
MS,NYSE:MS,Morgan Stanley,Financials,Capital Markets,"Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Financial Sector"," 120,565 ","-274,650 "," 1,424 ","-152,661 ", -   ," 9,850 "," 89,818 ",6%,3%,20%,3%,12%, 1.58 ,180%,, 12.2 , 1.3 
FIS,NYSE:FIS,"Fidelity National Information Services, Inc.",Information Technology,IT Services,"Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 83,651 "," 17,823 ", 190 ," 101,664 "," 4,451 ",-104 ," 49,221 ",46%,9%,31%,34%,0%, 0.84 ,18%,22.8,  , 1.7 
CAT,NYSE:CAT,Caterpillar Inc.,Industrials,Machinery,"Dow Jones Composite Average, Dow Jones Industrial Average, Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Industrials Sector"," 95,929 "," 29,626 ", 45 ," 125,600 "," 7,485 "," 3,316 "," 14,994 ",17%,0%,10%,0%,22%, 0.97 ,24%,16.8, 28.9 , 6.4 
ISRG,NASDAQGS:ISRG,"Intuitive Surgical, Inc.",Healthcare,Healthcare Equipment & Supplies,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 95,837 ","-4,784 ", 29 ," 91,082 "," 1,293 "," 1,053 "," 9,287 ",44%,9%,34%,7%,12%, 0.95 ,-5%,70.5, 91.0 , 10.3 
EL,NYSE:EL,The Estée Lauder Companies Inc.,Consumer Staples,Personal Products,"Russell 1000, Russell 3000, S&P 500, S&P 500 Consumer Staples Sector"," 93,099 "," 3,814 ", 29 ," 96,942 "," 2,635 ", 612 ," 4,481 ",23%,6%,14%,16%,14%, 0.84 ,4%,36.8, 152.1 , 20.8 
RTX,NYSE:RTX,Raytheon Technologies Corporation,Industrials,Aerospace & Defense,"Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Industrials Sector"," 104,455 "," 24,431 "," 1,731 "," 130,617 "," 12,234 ","-2,511 "," 70,110 ",17%,1%,9%,3%,-1%, 1.01 ,19%,10.7,  , 1.5 
SPGI,NYSE:SPGI,S&P Global Inc.,Financials,Capital Markets,"Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 76,735 "," 1,627 "," 2,567 "," 80,929 "," 4,046 "," 2,426 "," 3,009 ",55%,4%,38%,5%,616%, 1.01 ,2%,20.0, 31.6 , 25.5 
TGT,NYSE:TGT,Target Corporation,Consumer Discretionary,Multiline Retail,"Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Consumer Discretionary Sector"," 86,308 "," 9,009 ", -   ," 95,317 "," 8,744 "," 3,822 "," 13,319 ",9%,3%,5%,5%,31%, 0.98 ,9%,10.9, 22.6 , 6.5 
SYK,NYSE:SYK,Stryker Corporation,Healthcare,Healthcare Equipment & Supplies,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 88,420 "," 6,376 ", -   ," 94,796 "," 3,857 "," 1,756 "," 12,986 ",29%,4%,22%,8%,14%, 0.89 ,7%,24.6, 50.4 , 6.8 
MDLZ,NASDAQGS:MDLZ,"Mondelez International, Inc.",Consumer Staples,Food Products,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Consumer Staples Sector"," 81,748 "," 18,002 ", 85 ," 99,835 "," 5,296 "," 3,073 "," 27,028 ",21%,3%,15%,2%,11%, 0.62 ,18%,18.9, 26.6 , 3.0 
ZTS,NYSE:ZTS,Zoetis Inc.,Healthcare,Pharmaceuticals,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 76,913 "," 4,240 ", 5 ," 81,158 "," 2,784 "," 1,663 "," 3,607 ",44%,4%,30%,6%,53%, 0.67 ,5%,29.2, 46.2 , 21.3 
SQ,NYSE:SQ,"Square, Inc.",Information Technology,IT Services,"Russell 1000, Russell 3000"," 108,937 ",-213 , -   ," 108,724 ", 15 , 310 ," 2,063 ",9%,39%,9%,19%,19%, 2.71 ,0%,7292.0, 351.3 , 52.8 
CVS,NYSE:CVS,CVS Health Corporation,Healthcare,Healthcare Providers & Services,"Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Healthcare Sector"," 87,985 "," 75,186 ", 305 ," 163,476 "," 18,515 "," 7,953 "," 69,112 ",7%,3%,4%,7%,12%, 0.79 ,46%,8.8, 11.1 , 1.3 
AXP,NYSE:AXP,American Express Company,Financials,Consumer Finance,"Dow Jones Composite Average, Dow Jones Industrial Average, Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Financial Sector"," 92,236 "," 13,449 ", -   ," 105,685 ", -   ," 3,390 "," 21,869 ",28%,27%,15%,3%,15%, 1.36 ,13%,, 27.2 , 4.2 
GILD,NASDAQGS:GILD,"Gilead Sciences, Inc.",Healthcare,Biotechnology,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Healthcare Sector"," 71,451 "," 2,255 ", 26 ," 73,732 "," 6,346 "," 1,268 "," 17,471 ",51%,7%,35%,4%,7%, 0.54 ,3%,11.6, 56.3 , 4.1 
PLD,NYSE:PLD,"Prologis, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 1000, Russell 3000, S&P 500, S&P 500 Real Estate Sector"," 72,185 "," 16,027 "," 4,392 "," 92,604 "," 3,006 "," 1,587 "," 36,489 ",81%,6%,33%,0%,6%, 0.82 ,17%,30.8, 45.5 , 2.0 
ANTM,NYSE:ANTM,"Anthem, Inc.",Healthcare,Healthcare Providers & Services,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 75,432 "," 18,868 ", -   ," 94,300 "," 9,285 "," 4,955 "," 33,921 ",8%,6%,5%,5%,15%, 0.99 ,20%,10.2, 15.2 , 2.2 
DE,NYSE:DE,Deere & Company,Industrials,Machinery,"Russell 1000, Russell 3000, S&P 500, S&P 500 Industrials Sector"," 84,376 "," 39,563 ", 7 ," 123,946 "," 5,450 "," 2,751 "," 12,944 ",19%,3%,12%,7%,23%, 0.98 ,32%,22.7, 30.7 , 6.5 
BDX,NYSE:BDX,"Becton, Dickinson and Company",Healthcare,Healthcare Equipment & Supplies,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 71,520 "," 15,528 ", -   ," 87,048 "," 4,674 ", 874 ," 23,765 ",31%,3%,20%,18%,3%, 0.78 ,18%,18.6, 81.8 , 3.0 
FDX,NYSE:FDX,FedEx Corporation,Industrials,Air Freight & Logistics,"Dow Jones Composite Average, Dow Jones Transportation Average, Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Industrials Sector"," 72,438 "," 30,111 ", -   ," 102,549 "," 7,900 "," 2,452 "," 21,039 ",13%,7%,6%,16%,12%, 1.35 ,29%,13.0, 29.5 , 3.4 
MO,NYSE:MO,"Altria Group, Inc.",Consumer Staples,Tobacco,"Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Consumer Staples Sector"," 79,076 "," 25,132 ", 132 ," 104,340 "," 11,840 ", 734 ," 3,271 ",58%,1%,41%,NM,11%, 0.56 ,24%,8.8, 107.7 , 24.2 
GS,NYSE:GS,"The Goldman Sachs Group, Inc.",Financials,Capital Markets,"Dow Jones Composite Average, Dow Jones Industrial Average, Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Financial Sector"," 86,049 ","-245,523 "," 1,668 ","-157,806 ", -   ," 6,870 "," 94,318 ",7%,6%,24%,4%,8%, 1.48 ,156%,, 12.5 , 0.9 
CCI,NYSE:CCI,Crown Castle International Corp. (REIT),Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 1000, Russell 3000, S&P 500, S&P 500 Real Estate Sector"," 66,200 "," 25,091 ", -   ," 91,291 "," 3,127 ", 756 ," 9,502 ",59%,4%,18%,6%,6%, 0.32 ,27%,29.2, 87.6 , 7.0 
D,NYSE:D,"Dominion Energy, Inc.",Utilities,Multi-Utilities,"Dow Jones Composite Average, Dow Jones Utilities Average, Russell 1000, Russell 3000, S&P 500, S&P 500 Utilities Sector"," 59,963 "," 38,500 "," 1,730 "," 100,193 "," 7,482 ",-74 ," 28,066 ",49%,2%,20%,11%,8%, 0.32 ,38%,13.4,  , 2.1 
EQIX,NASDAQGS:EQIX,"Equinix, Inc. (REIT)",Real Estate,Equity Real Estate Investment Trusts (REITs),"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Real Estate Sector"," 63,569 "," 11,097 ", 0 ," 74,666 "," 2,463 ", 444 ," 10,556 ",48%,5%,13%,8%,5%, 0.30 ,15%,30.3, 143.2 , 6.0 
DUK,NYSE:DUK,Duke Energy Corporation,Utilities,Electric Utilities,"Dow Jones Composite Average, Dow Jones Utilities Average, Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Utilities Sector"," 65,890 "," 65,313 "," 1,289 "," 132,492 "," 11,045 "," 2,114 "," 47,295 ",46%,1%,16%,1%,5%, 0.21 ,49%,12.0, 31.2 , 1.4 
ADP,NASDAQGS:ADP,"Automatic Data Processing, Inc.",Information Technology,IT Services,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 75,617 ", 804 , -   ," 76,421 "," 3,809 "," 2,486 "," 5,809 ",25%,2%,17%,3%,45%, 0.72 ,1%,20.1, 30.4 , 13.0 
CL,NYSE:CL,Colgate-Palmolive Company,Consumer Staples,Household Products,"Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Consumer Staples Sector"," 72,345 "," 6,171 ", 420 ," 78,936 "," 4,333 "," 2,691 "," 1,073 ",28%,3%,17%,4%,824%, 0.58 ,8%,18.2, 26.9 , 67.4 
BKNG,NASDAQGS:BKNG,Booking Holdings Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Consumer Discretionary Sector"," 84,073 "," 1,254 ", -   ," 85,327 "," 2,292 "," 1,395 "," 4,913 ",42%,6%,31%,5%,26%, 1.21 ,1%,37.2, 60.3 , 17.1 
GE,NYSE:GE,General Electric Company,Industrials,Industrial Conglomerates,"Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Industrials Sector"," 92,942 "," 61,169 "," 1,524 "," 155,635 "," 7,206 "," 3,796 "," 34,793 ",13%,1%,5%,NM,11%, 1.04 ,39%,21.6, 24.5 , 2.7 
SCHW,NYSE:SCHW,The Charles Schwab Corporation,Financials,Capital Markets,"Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 97,036 ","-48,292 ", -   ," 48,744 ", -   ," 3,016 "," 31,331 ",49%,36%,31%,3%,13%, 1.16 ,-99%,, 32.2 , 3.1 
MELI,NASDAQGS:MELI,"MercadoLibre, Inc.",Consumer Discretionary,Internet & Direct Marketing Retail,"Nasdaq 100, Nasdaq Composite"," 86,233 ","-1,198 ", -   ," 85,034 ", 177 ,-4 ," 1,796 ",14%,NM,7%,NM,0%, 1.65 ,-1%,480.0,  , 48.0 
FISV,NASDAQGS:FISV,"Fiserv, Inc.",Information Technology,IT Services,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 74,097 "," 20,322 ", 997 ," 95,416 "," 4,830 ", 905 ," 32,689 ",63%,9%,37%,18%,3%, 0.87 ,21%,19.8, 81.9 , 2.3 
CI,NYSE:CI,Cigna Corporation,Healthcare,Healthcare Providers & Services,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 70,436 "," 31,263 ", 66 ," 101,765 "," 11,310 "," 5,300 "," 48,098 ",7%,1%,5%,6%,11%, 0.86 ,31%,9.0, 13.3 , 1.5 
SO,NYSE:SO,The Southern Company,Utilities,Electric Utilities,"Dow Jones Composite Average, Dow Jones Utilities Average, Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Utilities Sector"," 63,079 "," 48,556 "," 4,502 "," 116,137 "," 8,874 "," 3,173 "," 32,791 ",44%,3%,17%,-1%,11%, 0.37 ,42%,13.1, 19.9 , 1.9 
TJX,NYSE:TJX,"The TJX Companies, Inc.",Consumer Discretionary,Specialty Retail,"Russell 1000, Russell 3000, S&P 500, S&P 500 Consumer Discretionary Sector"," 80,406 "," 5,061 ", -   ," 85,467 "," 1,922 ", 750 ," 5,567 ",12%,3%,7%,3%,13%, 0.92 ,6%,44.5, 107.2 , 14.4 
ATVI,NASDAQGS:ATVI,"Activision Blizzard, Inc.",Communication Services,Entertainment,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Communication Services Sector"," 69,109 ","-3,998 ", -   ," 65,111 "," 2,899 "," 2,213 "," 14,382 ",45%,9%,34%,9%,17%, 0.67 ,-6%,22.5, 31.2 , 4.8 
ITW,NYSE:ITW,Illinois Tool Works Inc.,Industrials,Machinery,"Russell 1000, Russell 3000, S&P 500, S&P 500 Industrials Sector"," 64,061 "," 5,776 ", 1 ," 69,838 "," 3,266 "," 2,108 "," 2,697 ",27%,2%,18%,2%,74%, 1.10 ,8%,21.4, 30.4 , 23.8 
APD,NYSE:APD,"Air Products and Chemicals, Inc.",Materials,Chemicals,"Russell 1000, Russell 3000, S&P 500, S&P 500 Materials Sector"," 58,359 "," 1,944 ", 363 ," 60,666 "," 3,432 "," 1,887 "," 12,443 ",44%,4%,23%,4%,16%, 0.82 ,3%,17.7, 30.9 , 4.7 
REGN,NASDAQGS:REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 51,723 ","-3,206 ", -   ," 48,517 "," 3,349 "," 3,156 "," 10,126 ",50%,10%,43%,10%,31%, 0.32 ,-7%,14.5, 16.4 , 5.1 
NTES,NASDAQGS:NTES,"NetEase, Inc.",Communication Services,Entertainment,"Nasdaq 100, Nasdaq Composite"," 63,920 ","-76,153 "," 11,508 ",-725 ," 17,694 "," 14,141 "," 96,755 ",24%,6%,23%,8%,19%, 0.59 ,10506%,, 4.5 , 0.7 
UBER,NYSE:UBER,"Uber Technologies, Inc.",Industrials,Road & Rail,"Russell 1000, Russell 3000"," 94,855 "," 2,787 "," 1,240 "," 98,882 ","-3,735 ","-6,895 "," 10,182 ",8%,NM,17%,NM,-57%, -   ,3%,,  , 9.3 
CSX,NASDAQGS:CSX,CSX Corporation,Industrials,Road & Rail,"Dow Jones Composite Average, Dow Jones Transportation Average, Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Industrials Sector"," 68,486 "," 14,068 ", 14 ," 82,568 "," 5,652 "," 2,776 "," 12,727 ",56%,2%,28%,2%,23%, 1.20 ,17%,14.6, 24.7 , 5.4 
CB,NYSE:CB,Chubb Limited,Financials,Insurance,"Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 67,774 "," 18,512 ", -   ," 86,286 "," 2,884 "," 2,288 "," 56,413 ",16%,2%,15%,4%,4%, 0.67 ,21%,29.9, 29.6 , 1.2 
USB,NYSE:USB,U.S. Bancorp,Financials,Banks,"Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Financial Sector"," 68,679 "," 9,054 ", 630 ," 78,363 ", -   ," 4,926 "," 53,195 ",5%,8%,25%,-1%,10%, 1.10 ,12%,, 13.9 , 1.3 
MU,NASDAQGS:MU,"Micron Technology, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 78,675 ","-1,960 ", -   ," 76,715 "," 8,710 "," 2,687 "," 38,996 ",55%,10%,27%,16%,7%, 1.37 ,-3%,8.8, 29.3 , 2.0 
SHW,NYSE:SHW,The Sherwin-Williams Company,Materials,Chemicals,"Russell 1000, Russell 3000, S&P 500, S&P 500 Materials Sector"," 59,907 "," 9,472 ", -   ," 69,379 "," 3,323 "," 1,872 "," 4,207 ",20%,4%,13%,7%,45%, 1.04 ,14%,20.9, 32.0 , 14.2 
TFC,NYSE:TFC,Truist Financial Corporation,Financials,Banks,"Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 62,054 "," 2,455 ", 106 ," 64,615 ", -   ," 3,874 "," 69,973 ",13%,28%,26%,6%,8%, 1.35 ,4%,, 16.0 , 0.9 
HUM,NYSE:HUM,Humana Inc.,Healthcare,Healthcare Providers & Services,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 51,407 ", 12 , -   ," 51,419 "," 5,963 "," 4,153 "," 15,768 ",6%,7%,4%,6%,30%, 0.84 ,0%,8.6, 12.4 , 3.3 
VMW,NYSE:VMW,"VMware, Inc.",Information Technology,Software,"Russell 1000, Russell 3000"," 58,996 "," 2,155 ", -   ," 61,151 "," 2,357 "," 1,589 "," 8,476 ",37%,11%,24%,-5%,22%, 1.04 ,4%,25.9, 37.1 , 7.0 
MMC,NYSE:MMC,"Marsh & McLennan Companies, Inc.",Financials,Insurance,"Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 58,023 "," 12,597 ", 161 ," 70,781 "," 4,734 "," 2,033 "," 8,752 ",27%,4%,15%,7%,25%, 0.85 ,18%,15.0, 28.5 , 6.6 
VRTX,NASDAQGS:VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 61,083 ","-5,605 ", -   ," 55,478 "," 2,782 "," 2,691 "," 8,133 ",60%,16%,46%,14%,40%, 0.79 ,-10%,19.9, 22.7 , 7.5 
CME,NASDAQGS:CME,CME Group Inc.,Financials,Capital Markets,"Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 64,977 "," 2,650 ", 31 ," 67,658 "," 3,224 "," 2,151 "," 27,010 ",68%,2%,50%,3%,8%, 0.48 ,4%,21.0, 30.2 , 2.4 
PGR,NYSE:PGR,The Progressive Corporation,Financials,Insurance,"Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 57,354 "," 5,492 ", -   ," 62,845 "," 6,942 "," 5,091 "," 18,087 ",16%,6%,7%,0%,32%, 0.43 ,9%,9.1, 11.3 , 3.2 
ECL,NYSE:ECL,Ecolab Inc.,Materials,Chemicals,"Russell 1000, Russell 3000, S&P 500, S&P 500 Materials Sector"," 61,431 "," 6,315 ", 35 ," 67,781 "," 3,037 ","-1,076 "," 6,049 ",23%,1%,13%,3%,16%, 1.03 ,9%,22.3,  , 10.2 
ICE,NYSE:ICE,"Intercontinental Exchange, Inc.",Financials,Capital Markets,"Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 63,515 "," 17,037 ", 125 ," 80,677 "," 3,488 "," 2,011 "," 19,146 ",64%,5%,41%,5%,11%, 0.67 ,21%,23.1, 31.6 , 3.3 
DG,NYSE:DG,Dollar General Corporation,Consumer Discretionary,Multiline Retail,"Russell 1000, Russell 3000, S&P 500, S&P 500 Consumer Discretionary Sector"," 52,202 "," 11,262 ", -   ," 63,464 "," 3,964 "," 2,548 "," 6,986 ",12%,6%,7%,6%,37%, 0.51 ,18%,16.0, 20.5 , 7.5 
AMAT,NASDAQGS:AMAT,"Applied Materials, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 78,304 ",-31 , -   ," 78,273 "," 4,844 "," 3,619 "," 10,578 ",30%,4%,24%,5%,39%, 1.48 ,0%,16.2, 21.6 , 7.4 
ADSK,NASDAQGS:ADSK,"Autodesk, Inc.",Information Technology,Software,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 66,816 ", 483 , -   ," 67,299 ", 691 , 429 , 69 ,41%,21%,32%,27%,1237%, 1.44 ,1%,97.4, 155.9 , 964.1 
TEAM,NASDAQGS:TEAM,Atlassian Corporation Plc,Information Technology,Software,"Nasdaq Composite, Russell 1000, Russell 3000"," 61,555 ","-1,026 ", -   ," 60,529 ", 61 ,-442 , 688 ,29%,34%,18%,NM,-64%, -   ,-2%,1000.1,  , 89.4 
SPOT,NYSE:SPOT,Spotify Technology S.A.,Communication Services,Entertainment,"Russell 1000, Russell 3000"," 61,039 ","-1,097 ", -   ," 59,942 ",-261 ,-665 ," 2,466 ",3%,NM,1%,NM,-30%, 1.64 ,-2%,,  , 24.8 
NSC,NYSE:NSC,Norfolk Southern Corporation,Industrials,Road & Rail,"Dow Jones Composite Average, Dow Jones Transportation Average, Russell 1000, Russell 3000, S&P 500, S&P 500 Industrials Sector"," 58,544 "," 11,644 ", -   ," 70,188 "," 4,601 "," 2,008 "," 14,941 ",51%,3%,27%,3%,13%, 1.41 ,17%,15.3, 29.2 , 3.9 
WDAY,NASDAQGS:WDAY,"Workday, Inc.",Information Technology,Software,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000"," 62,062 ",-718 , -   ," 61,344 ", 51 ,-339 ," 3,078 ",28%,NM,18%,NM,-13%, 1.49 ,-1%,1195.9,  , 20.2 
MCO,NYSE:MCO,Moody's Corporation,Financials,Capital Markets,"Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 52,833 "," 4,306 ", 196 ," 57,335 "," 2,691 "," 1,824 "," 1,693 ",50%,4%,36%,5%,185%, 1.18 ,8%,21.3, 29.0 , 31.2 
NOC,NYSE:NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,"Russell 1000, Russell 3000, S&P 500, S&P 500 Industrials Sector"," 49,401 "," 12,000 ", -   ," 61,401 "," 4,372 "," 2,450 "," 10,467 ",14%,5%,11%,8%,24%, 0.75 ,20%,14.0, 20.2 , 4.7 
LRCX,NASDAQGS:LRCX,Lam Research Corporation,Information Technology,Semiconductors & Semiconductor Equipment,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 68,685 ",-830 , -   ," 67,855 "," 3,374 "," 2,609 "," 5,419 ",32%,6%,26%,6%,50%, 1.34 ,-1%,20.1, 26.3 , 12.7 
GM,NYSE:GM,General Motors Company,Consumer Discretionary,Automobiles,"Russell 1000, Russell 3000, S&P 100, S&P 500, S&P 500 Consumer Discretionary Sector"," 58,540 "," 86,378 "," 4,667 "," 149,585 "," 9,460 "," 3,387 "," 48,008 ",19%,9%,7%,5%,7%, 1.47 ,58%,15.8, 17.3 , 1.2 
BSX,NYSE:BSX,Boston Scientific Corporation,Healthcare,Healthcare Equipment & Supplies,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 49,201 "," 7,570 ", -   ," 56,771 "," 2,122 "," 3,704 "," 15,564 ",30%,5%,21%,-4%,29%, 0.86 ,13%,26.8, 13.3 , 3.2 
GPN,NYSE:GPN,Global Payments Inc.,Information Technology,IT Services,"Russell 1000, Russell 3000, S&P 500, S&P 500 Information Techonology Sector"," 59,218 "," 7,564 ", 218 ," 67,000 "," 2,857 ", 505 ," 27,964 ",48%,9%,33%,22%,2%, 1.17 ,11%,23.4, 117.3 , 2.1 
NEM,NYSE:NEM,Newmont Corporation,Materials,Metals & Mining,"Russell 1000, Russell 3000, S&P 500, S&P 500 Materials Sector"," 47,911 "," 1,406 ", 959 ," 50,276 "," 5,255 "," 2,570 "," 23,620 ",57%,8%,24%,2%,11%, 0.16 ,3%,9.6, 18.6 , 2.0 
PNC,NYSE:PNC,"The PNC Financial Services Group, Inc.",Financials,Banks,"Russell 1000, Russell 3000, S&P 500, S&P 500 Financial Sector"," 60,899 "," 29,491 ", 34 ," 90,424 ", -   ," 8,553 "," 53,310 ",7%,-1%,21%,NM,7%, 1.35 ,33%,, 7.1 , 1.1 
EW,NYSE:EW,Edwards Lifesciences Corporation,Healthcare,Healthcare Equipment & Supplies,"Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 54,846 ",-605 , -   ," 54,241 "," 1,403 ", 794 ," 4,210 ",34%,6%,28%,7%,20%, 0.97 ,-1%,38.7, 69.1 , 13.0 
ILMN,NASDAQGS:ILMN,"Illumina, Inc.",Healthcare,Life Sciences Tools & Services,"Nasdaq 100, Nasdaq Composite, Russell 1000, Russell 3000, S&P 500, S&P 500 Healthcare Sector"," 54,160 ","-1,419 ", -   ," 52,741 "," 1,007 ", 638 ," 4,700 ",36%,7%,27%,6%,14%, 1.10 ,-3%,52.4, 84.9 , 11.5 
DELL,NYSE:DELL,Dell Technologies Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Russell 1000, Russell 3000"," 54,533 "," 40,810 "," 5,056 "," 100,399 "," 8,684 "," 2,431 "," 5,939 ",13%,5%,6%,4%,551%, -   ,41%,11.6, 22.4 , 9.2 
KMB,NYSE:KMB,Kimberly-Clark Corporation,Consumer Staples,Household Products,"Russell 1000, Russell 3000, S&P 500, S&P 500 Consumer Staples Sector"," 45,126 "," 6,879 ", 242 ," 52,247 "," 4,247 "," 2,360 ", 577 ,24%,2%,14%,3%,1409%, 0.50 ,13%,12.3, 19.1 , 78.2 
WM,NYSE:WM,"Waste Management, Inc.",Industrials,Commercial Services & Supplies,"Russell 1000, Russell 3000, S&P 500, S&P 500 Industrials Sector"," 49,834 "," 9,719 ", 2 ," 59,555 "," 4,179 "," 1,505 "," 7,157 ",29%,3%,12%,4%,22%, 0.74 ,16%,14.3, 33.1 , 7.0 
AEP,NASDAQGS:AEP,"American Electric Power Company, Inc.",Utilities,Electric Utilities,"Dow Jones Composite Average, Dow Jones Utilities Average, Russell 1000, Russell 3000, S&P 500, S&P 500 Utilities Sector"," 40,406 "," 32,772 ", 269 ," 73,447 "," 5,399 "," 1,918 "," 20,635 ",40%,4%,15%,5%,10%, 0.21 ,45%,13.6, 21.1 , 2.0 
BIDU,NASDAQGS:BIDU,"Baidu, Inc.",Communication Services,Interactive Media & Services,"Nasdaq 100, Nasdaq Composite"," 65,234 ","-67,894 "," 7,369 "," 4,709 "," 22,806 "," 23,643 "," 183,660 ",29%,7%,22%,34%,14%, 1.08 ,-1442%,0.2, 2.8 , 0.4 
